,sr_id,error_codes,log_timestamp
59,1-153073514705,244649,2014-08-24 04:43:26
60,1-153073514705,244585,2014-08-24 04:43:30
61,1-153073514705,200520025,2014-08-24 04:43:41
62,1-153073514705,260142541,2014-08-24 04:43:42
63,1-153073514705,260142541,2014-08-24 04:43:42
64,1-153073514705,260142541,2014-08-24 04:43:42
65,1-153073514705,260142541,2014-08-24 04:43:42
66,1-153073514705,260142541,2014-08-24 04:43:42
67,1-153073514705,260142541,2014-08-24 04:43:42
68,1-153073514705,260142541,2014-08-24 04:43:42
69,1-153073514705,260142541,2014-08-24 04:43:42
70,1-153073514705,260142541,2014-08-24 04:43:42
71,1-153073514705,260142541,2014-08-24 04:43:42
72,1-153073514705,260142542,2014-08-24 04:43:42
73,1-153073514705,260142542,2014-08-24 04:43:42
74,1-153073514705,260142542,2014-08-24 04:43:42
75,1-153073514705,260142541,2014-08-24 04:43:42
76,1-153073514705,260142541,2014-08-24 04:43:42
77,1-153073514705,260142541,2014-08-24 04:43:42
78,1-153073514705,260142541,2014-08-24 04:43:42
79,1-153073514705,260142541,2014-08-24 04:43:42
80,1-153073514705,260142541,2014-08-24 04:43:42
81,1-153073514705,260142541,2014-08-24 04:43:42
82,1-153073514705,260142541,2014-08-24 04:43:42
83,1-153073514705,260142541,2014-08-24 04:43:42
84,1-153073514705,260142541,2014-08-24 04:43:42
85,1-153073514705,260142541,2014-08-24 04:43:42
86,1-153073514705,260142541,2014-08-24 04:43:42
87,1-153073514705,260142541,2014-08-24 04:43:42
88,1-153073514705,260142519,2014-08-24 04:43:42
89,1-153073514705,260142519,2014-08-24 04:43:42
90,1-153073514705,260142519,2014-08-24 04:43:42
91,1-153073514705,260142520,2014-08-24 04:43:42
92,1-153073514705,260142520,2014-08-24 04:43:42
93,1-153073514705,260142520,2014-08-24 04:43:42
94,1-153073514705,260142541,2014-08-24 04:43:42
95,1-153073514705,200001830,2014-08-24 04:45:01
96,1-153073514705,260142529,2014-08-24 04:53:33
97,1-153073514705,260142519,2014-08-24 04:53:35
98,1-153073514705,260142529,2014-08-24 04:53:37
99,1-153073514705,260142519,2014-08-24 04:53:38
100,1-153073514705,260142529,2014-08-24 04:53:41
101,1-153073514705,260142529,2014-08-24 04:55:16
102,1-153073514705,260142519,2014-08-24 04:55:21
103,1-153073514705,260142529,2014-08-24 04:55:25
104,1-153073514705,260142544,2014-08-24 05:01:30
105,1-153073514705,260142544,2014-08-24 05:01:31
106,1-153073514705,260142544,2014-08-24 05:02:09
107,1-153073514705,260142544,2014-08-24 05:02:58
108,1-153073514705,260142544,2014-08-24 05:02:59
109,1-153073514705,260142544,2014-08-24 05:03:39
110,1-153073514705,260142544,2014-08-24 05:03:58
111,1-153073514705,260142544,2014-08-24 05:04:36
112,1-153073514705,260142544,2014-08-24 05:05:21
113,1-153073514705,260142544,2014-08-24 05:05:39
114,1-153073514705,260142544,2014-08-24 05:06:08
115,1-153073514705,260142544,2014-08-24 05:06:24
116,1-153073514705,260142544,2014-08-24 05:06:38
117,1-153073514705,260142544,2014-08-24 05:06:55
118,1-153073514705,260142544,2014-08-24 05:07:08
119,1-153073514705,260142544,2014-08-24 05:07:15
120,1-153073514705,260142544,2014-08-24 05:07:28
121,1-153073514705,260142544,2014-08-24 05:07:43
122,1-153073514705,260142544,2014-08-24 05:07:48
123,1-153073514705,260142544,2014-08-24 05:08:03
124,1-153073514705,260142529,2014-08-24 05:08:04
125,1-153073514705,260142519,2014-08-24 05:08:12
126,1-153073514705,260142529,2014-08-24 05:08:15
127,1-153073514705,260142544,2014-08-24 05:08:20
128,1-153073514705,260142544,2014-08-24 05:08:22
129,1-153073514705,260142544,2014-08-24 05:08:34
130,1-153073514705,290009014,2014-08-24 05:08:37
131,1-153073514705,200280011,2014-08-24 05:08:37
132,1-153073514705,200280011,2014-08-24 05:08:37
133,1-153073514705,200280011,2014-08-24 05:08:37
134,1-153073514705,200280011,2014-08-24 05:08:37
135,1-153073514705,200001808,2014-08-24 05:08:37
136,1-153073514705,200001808,2014-08-24 05:08:37
137,1-153073514705,200001808,2014-08-24 05:08:37
138,1-153073514705,200001808,2014-08-24 05:08:37
139,1-153073514705,200001808,2014-08-24 05:08:37
140,1-153073514705,200001808,2014-08-24 05:08:37
141,1-153073514705,200281001,2014-08-24 05:08:37
142,1-153073514705,200001808,2014-08-24 05:08:37
143,1-153073514705,200002331,2014-08-24 05:08:37
144,1-153073514705,244599,2014-08-24 05:08:37
145,1-153073514705,244599,2014-08-24 05:08:37
146,1-153073514705,200001808,2014-08-24 05:08:37
147,1-153073514705,200001808,2014-08-24 05:08:37
148,1-153073514705,200001818,2014-08-24 05:08:37
149,1-153073514705,200001818,2014-08-24 05:08:37
150,1-153073514705,200001818,2014-08-24 05:08:37
151,1-153073514705,200001818,2014-08-24 05:08:37
152,1-153073514705,0,2014-08-24 05:08:37
153,1-153073514705,200302682,2014-08-24 05:08:37
154,1-153073514705,230020201,2014-08-24 05:08:37
155,1-153073514705,200002391,2014-08-24 05:08:37
156,1-153073514705,200520002,2014-08-24 05:08:39
157,1-153073514705,200501531,2014-08-24 05:08:39
158,1-153073514705,200002392,2014-08-24 05:08:45
159,1-153073514705,200002395,2014-08-24 05:08:45
160,1-153073514705,200002396,2014-08-24 05:09:12
161,1-153073514705,200501502,2014-08-24 05:09:12
162,1-153073514705,200002348,2014-08-24 05:09:12
163,1-172620856351,200900025,2015-06-01 00:01:46
164,1-172620856351,200900025,2015-06-01 00:02:04
165,1-172620856351,200109109,2015-06-01 00:02:48
166,1-172620856351,200109110,2015-06-01 00:04:34
167,1-172620856351,200281001,2015-06-01 00:04:34
168,1-172620856351,210000454,2015-06-01 00:04:54
169,1-172620856351,200281001,2015-06-01 00:04:54
170,1-172620856351,200281001,2015-06-01 00:05:19
171,1-172620856351,200281001,2015-06-01 00:05:25
172,1-172620856351,200281001,2015-06-01 00:05:40
173,1-172620856351,200281001,2015-06-01 00:05:43
174,1-172374512951,230023009,2015-06-01 00:09:21
175,1-172374512951,230023010,2015-06-01 00:10:29
176,1-172374512951,230023009,2015-06-01 00:12:03
177,1-172374512951,230023009,2015-06-01 00:12:23
178,1-172374512951,230023009,2015-06-01 00:13:18
179,1-172374512951,230023009,2015-06-01 00:13:56
180,1-172374512951,230015038,2015-06-01 00:14:23
181,1-172374512951,230015038,2015-06-01 00:14:23
182,1-172374512951,230023070,2015-06-01 00:14:23
183,1-172374512951,230023009,2015-06-01 00:14:23
184,1-172374512951,230007012,2015-06-01 00:14:23
185,1-172374512951,230023009,2015-06-01 00:15:03
186,1-172374512951,230023010,2015-06-01 00:17:15
187,1-172620856351,200109109,2015-06-01 00:22:12
188,1-172620856351,200281001,2015-06-01 00:26:09
189,1-172620856351,200109110,2015-06-01 00:26:10
190,1-172620856351,210000454,2015-06-01 00:27:08
191,1-172620856351,200281001,2015-06-01 00:27:08
192,1-172620856351,200281001,2015-06-01 00:27:53
193,1-172620856351,200281001,2015-06-01 00:27:57
194,1-172374512951,200108007,2015-06-01 00:43:32
195,1-172374512951,200109109,2015-06-01 00:51:46
196,1-172374512951,245278,2015-06-01 01:15:02
197,1-172374512951,200108054,2015-06-01 01:16:31
198,1-172374512951,200108060,2015-06-01 01:17:24
199,1-172374512951,200108060,2015-06-01 01:17:24
200,1-172374512951,200108060,2015-06-01 01:17:24
201,1-172374512951,200108060,2015-06-01 01:17:24
202,1-172374512951,200281001,2015-06-01 01:20:54
203,1-172374512951,200108060,2015-06-01 01:22:17
204,1-172374512951,200108060,2015-06-01 01:22:17
205,1-172374512951,200108060,2015-06-01 01:22:17
206,1-172374512951,200108060,2015-06-01 01:22:17
207,1-172374512951,200281001,2015-06-01 01:22:18
208,1-172374512951,200281001,2015-06-01 01:22:55
209,1-172374512951,200281001,2015-06-01 01:22:58
210,1-172374512951,200281001,2015-06-01 01:23:38
211,1-172374512951,200281001,2015-06-01 01:23:44
212,1-172374512951,200109110,2015-06-01 01:28:28
213,1-172374512951,210000454,2015-06-01 01:28:29
214,1-172374512951,200281001,2015-06-01 01:29:09
215,1-172374512951,200281001,2015-06-01 01:29:21
216,1-172374512951,200281001,2015-06-01 01:29:27
217,1-172374512951,200281001,2015-06-01 01:29:59
218,1-172374512951,200281001,2015-06-01 01:30:05
219,1-172374512951,200109109,2015-06-01 01:52:07
220,1-172374512951,200109110,2015-06-01 02:09:00
221,1-172374512951,210000454,2015-06-01 02:09:31
222,1-172620856351,230023009,2015-06-01 02:09:33
223,1-172620856351,230023010,2015-06-01 02:10:46
224,1-172374512951,200109109,2015-06-01 02:29:04
225,1-172374512951,200109110,2015-06-01 02:41:59
226,1-172374512951,210000454,2015-06-01 02:42:49
227,1-172374512951,200109109,2015-06-01 03:08:47
228,1-172374512951,200281001,2015-06-01 03:31:10
229,1-172374512951,200281001,2015-06-01 03:32:30
230,1-172374512951,200281001,2015-06-01 03:33:08
231,1-172374512951,200281001,2015-06-01 03:33:14
232,1-172374512951,200109110,2015-06-01 03:33:14
233,1-172374512951,210000454,2015-06-01 03:33:16
234,1-172374512951,200281001,2015-06-01 03:33:49
235,1-172374512951,200281001,2015-06-01 03:33:52
236,1-172374512951,200281001,2015-06-01 03:37:13
237,1-172374512951,200281001,2015-06-01 03:37:29
238,1-172374512951,200281001,2015-06-01 03:37:35
239,1-172374512951,200281001,2015-06-01 03:38:04
240,1-172374512951,200281001,2015-06-01 03:38:10
241,1-172374512951,200109109,2015-06-01 04:33:40
242,1-172374512951,260133164,2015-06-01 04:35:24
243,1-172374512951,200109110,2015-06-01 04:35:30
244,1-172374512951,210000454,2015-06-01 04:35:32
245,1-172620856351,230023009,2015-06-01 04:45:26
246,1-172374512951,200520025,2015-06-01 04:45:53
247,1-172620856351,230023010,2015-06-01 04:46:31
248,1-172374512951,200520026,2015-06-01 04:46:51
249,1-172620856351,200109109,2015-06-01 04:50:02
250,1-172620856351,200109110,2015-06-01 04:51:47
251,1-172620856351,200281001,2015-06-01 04:51:47
252,1-172620856351,210000454,2015-06-01 04:52:47
253,1-172620856351,200281001,2015-06-01 04:52:47
254,1-172620856351,200281001,2015-06-01 04:53:36
255,1-172620856351,200281001,2015-06-01 04:53:40
256,1-172374512951,230023009,2015-06-01 06:10:58
257,1-172374512951,230023010,2015-06-01 06:12:04
258,1-172620856351,200109109,2015-06-01 06:43:28
259,1-172620856351,200281001,2015-06-01 06:47:48
260,1-172620856351,200109110,2015-06-01 06:47:49
261,1-172620856351,210000454,2015-06-01 06:48:44
262,1-172620856351,200281001,2015-06-01 06:48:45
263,1-172620856351,200281001,2015-06-01 06:49:37
264,1-172620856351,200281001,2015-06-01 06:49:40
265,1-172620856351,230023009,2015-06-01 06:56:53
266,1-172620856351,230023009,2015-06-01 06:57:14
267,1-172620856351,230023009,2015-06-01 06:58:00
268,1-172620856351,230007012,2015-06-01 06:58:26
269,1-172620856351,230007012,2015-06-01 06:58:26
270,1-172620856351,230007012,2015-06-01 06:58:26
271,1-172620856351,230007012,2015-06-01 06:58:26
272,1-172620856351,230007012,2015-06-01 06:58:26
273,1-172620856351,230007012,2015-06-01 06:58:26
274,1-172620856351,230007012,2015-06-01 06:58:26
275,1-172620856351,230015038,2015-06-01 06:58:27
276,1-172620856351,230023070,2015-06-01 06:58:27
277,1-172620856351,230023009,2015-06-01 06:58:27
278,1-172620856351,230015038,2015-06-01 06:58:27
279,1-172620856351,230023009,2015-06-01 06:59:07
280,1-172620856351,230023010,2015-06-01 07:01:21
281,1-172620856351,200109109,2015-06-01 07:03:42
282,1-172620856351,200109110,2015-06-01 07:06:02
283,1-172620856351,210000454,2015-06-01 07:06:03
284,1-172374512951,200109109,2015-06-01 07:42:38
285,1-172374512951,245279,2015-06-01 07:45:21
286,1-172374512951,245279,2015-06-01 07:45:44
287,1-172374512951,200281001,2015-06-01 07:46:42
288,1-172374512951,200109110,2015-06-01 07:46:42
289,1-172374512951,200281001,2015-06-01 07:47:40
290,1-172374512951,210000454,2015-06-01 07:47:46
291,1-172374512951,200281001,2015-06-01 07:48:13
292,1-172374512951,200281001,2015-06-01 07:48:16
293,1-172374512951,200281001,2015-06-01 07:48:48
294,1-172374512951,200281001,2015-06-01 07:48:51
295,1-172620856351,200109109,2015-06-01 08:24:34
296,1-172620856351,200108054,2015-06-01 08:25:32
297,1-172620856351,200109110,2015-06-01 08:26:54
298,1-172620856351,200109109,2015-06-01 08:27:08
299,1-172620856351,210000454,2015-06-01 08:27:27
300,1-172620856351,200109110,2015-06-01 08:32:09
301,1-172620856351,200281001,2015-06-01 08:32:09
302,1-172620856351,210000454,2015-06-01 08:32:53
303,1-172620856351,200281001,2015-06-01 08:32:53
304,1-172620856351,200281001,2015-06-01 08:33:31
305,1-172620856351,200281001,2015-06-01 08:33:34
306,1-172620856351,260134736,2015-06-01 08:46:11
307,1-172620856351,200109109,2015-06-01 08:51:07
308,1-172620856351,200281001,2015-06-01 08:54:52
309,1-172620856351,200109110,2015-06-01 08:54:52
310,1-172620856351,200281001,2015-06-01 08:56:01
311,1-172620856351,210000454,2015-06-01 08:56:01
312,1-172620856351,200281001,2015-06-01 08:56:45
313,1-172620856351,200281001,2015-06-01 08:56:49
314,1-172620856351,200109109,2015-06-01 09:05:12
315,1-172620856351,200281001,2015-06-01 09:06:46
316,1-172620856351,200109110,2015-06-01 09:06:46
317,1-172620856351,210000454,2015-06-01 09:07:24
318,1-172620856351,200281001,2015-06-01 09:07:25
319,1-172620856351,200281001,2015-06-01 09:08:10
320,1-172620856351,200281001,2015-06-01 09:08:16
321,1-172620856351,200109109,2015-06-01 09:17:43
322,1-172620856351,200281001,2015-06-01 09:20:38
323,1-172620856351,200109110,2015-06-01 09:20:38
324,1-172620856351,200281001,2015-06-01 09:21:21
325,1-172620856351,210000454,2015-06-01 09:21:21
326,1-172620856351,200281001,2015-06-01 09:26:20
327,1-172620856351,200281001,2015-06-01 09:26:26
328,1-172620856351,200281001,2015-06-01 09:26:46
329,1-172620856351,200281001,2015-06-01 09:26:53
330,1-172620856351,200281001,2015-06-01 09:27:25
331,1-172620856351,200281001,2015-06-01 09:27:31
332,1-172620856351,200281001,2015-06-01 09:32:29
333,1-172374512951,230023009,2015-06-01 09:34:37
334,1-172374512951,230023010,2015-06-01 09:35:41
335,1-172374512951,200109109,2015-06-01 09:36:46
336,1-172374512951,245279,2015-06-01 09:38:47
337,1-172374512951,200109110,2015-06-01 09:39:59
338,1-172374512951,200281001,2015-06-01 09:39:59
339,1-172374512951,200281001,2015-06-01 09:41:26
340,1-172374512951,210000454,2015-06-01 09:41:33
341,1-172374512951,200281001,2015-06-01 09:42:07
342,1-172374512951,200281001,2015-06-01 09:42:10
343,1-172374512951,200281001,2015-06-01 09:42:53
344,1-172374512951,200281001,2015-06-01 09:42:59
345,1-172620856351,200109109,2015-06-01 09:56:09
346,1-172620856351,200109110,2015-06-01 09:57:54
347,1-172620856351,210000454,2015-06-01 09:58:31
348,1-172620856351,200109109,2015-06-01 10:10:11
349,1-172620856351,245230,2015-06-01 10:12:49
350,1-172620856351,200281001,2015-06-01 10:13:41
351,1-172620856351,200109110,2015-06-01 10:13:42
352,1-172620856351,200281001,2015-06-01 10:14:20
353,1-172620856351,200281001,2015-06-01 10:15:05
354,1-172620856351,200281001,2015-06-01 10:15:11
355,1-172620856351,210000454,2015-06-01 10:15:17
356,1-172620856351,200109109,2015-06-01 10:23:05
357,1-172620856351,200281001,2015-06-01 10:23:09
358,1-172620856351,200001814,2015-06-01 10:23:10
359,1-172620856351,200001830,2015-06-01 10:23:10
360,1-172620856351,200001814,2015-06-01 10:23:10
361,1-172620856351,200001830,2015-06-01 10:23:10
362,1-172620856351,200001814,2015-06-01 10:23:10
363,1-172620856351,200001830,2015-06-01 10:23:10
364,1-172620856351,200001814,2015-06-01 10:23:10
365,1-172620856351,200001830,2015-06-01 10:23:10
366,1-172620856351,200281001,2015-06-01 10:23:23
367,1-172620856351,200002733,2015-06-01 10:23:30
368,1-172620856351,200002733,2015-06-01 10:23:34
369,1-172620856351,200002733,2015-06-01 10:23:56
370,1-172620856351,200002733,2015-06-01 10:24:00
371,1-172620856351,200285108,2015-06-01 10:24:10
372,1-172620856351,200285108,2015-06-01 10:24:10
373,1-172620856351,200281001,2015-06-01 10:24:15
374,1-172620856351,200281001,2015-06-01 10:24:18
375,1-172620856351,245230,2015-06-01 10:24:58
376,1-172620856351,200281001,2015-06-01 10:26:02
377,1-172620856351,200109110,2015-06-01 10:26:03
378,1-172620856351,210000454,2015-06-01 10:26:44
379,1-172620856351,200281001,2015-06-01 10:26:44
380,1-172620856351,200281001,2015-06-01 10:27:33
381,1-172620856351,200281001,2015-06-01 10:27:37
382,1-172620856351,200109109,2015-06-01 10:43:35
383,1-172620856351,245041,2015-06-01 10:44:20
384,1-172620856351,200281001,2015-06-01 10:46:10
385,1-172620856351,200109110,2015-06-01 10:46:10
386,1-172620856351,210000454,2015-06-01 10:47:01
387,1-172620856351,200281001,2015-06-01 10:47:01
388,1-172620856351,200281001,2015-06-01 10:47:45
389,1-172620856351,200281001,2015-06-01 10:47:48
390,1-172620856351,200900025,2015-06-01 11:06:57
391,1-172620856351,200109109,2015-06-01 11:08:14
392,1-172620856351,200281001,2015-06-01 11:11:02
393,1-172620856351,200109110,2015-06-01 11:11:02
394,1-172620856351,210000454,2015-06-01 11:11:35
395,1-172620856351,200281001,2015-06-01 11:11:36
396,1-172620856351,200281001,2015-06-01 11:12:03
397,1-172620856351,200281001,2015-06-01 11:12:06
398,1-172620856351,200281001,2015-06-01 11:12:24
399,1-172620856351,200281001,2015-06-01 11:12:27
400,1-172620856351,200109109,2015-06-01 11:17:52
401,1-172620856351,200108054,2015-06-01 11:18:26
402,1-172620856351,200281001,2015-06-01 11:19:47
403,1-172620856351,200109110,2015-06-01 11:20:28
404,1-172620856351,200281001,2015-06-01 11:20:29
405,1-172620856351,210000454,2015-06-01 11:21:09
406,1-172620856351,200281001,2015-06-01 11:24:34
407,1-172620856351,200281000,2015-06-01 11:24:34
408,1-172620856351,200281001,2015-06-01 11:24:36
409,1-172620856351,200001830,2015-06-01 11:24:37
410,1-172620856351,200001830,2015-06-01 11:24:37
411,1-172620856351,200001814,2015-06-01 11:24:37
412,1-172620856351,200001830,2015-06-01 11:24:37
413,1-172620856351,200001814,2015-06-01 11:24:37
414,1-172620856351,200001830,2015-06-01 11:24:37
415,1-172620856351,200001814,2015-06-01 11:24:37
416,1-172620856351,200001814,2015-06-01 11:24:37
417,1-172620856351,200281001,2015-06-01 11:24:43
418,1-172620856351,200281001,2015-06-01 11:25:22
419,1-172620856351,200281001,2015-06-01 11:25:26
420,1-172620856351,200285108,2015-06-01 11:25:37
421,1-172620856351,200285108,2015-06-01 11:25:37
422,1-172620856351,200281001,2015-06-01 11:25:56
423,1-172620856351,200281001,2015-06-01 11:26:00
424,1-172374512951,230023009,2015-06-01 11:29:07
425,1-172374512951,230023010,2015-06-01 11:30:12
426,1-172374512951,200109109,2015-06-01 11:32:09
427,1-172620856351,200109109,2015-06-01 11:57:16
428,1-172620856351,200281001,2015-06-01 11:58:52
429,1-172620856351,200109110,2015-06-01 11:58:52
430,1-172620856351,210000454,2015-06-01 11:59:42
431,1-172620856351,200281001,2015-06-01 11:59:42
432,1-172620856351,200281001,2015-06-01 12:00:29
433,1-172620856351,200281001,2015-06-01 12:00:36
434,1-172374512951,245278,2015-06-01 12:17:04
435,1-172374512951,245218,2015-06-01 12:17:05
436,1-172374512951,290009022,2015-06-01 12:17:06
437,1-172374512951,245279,2015-06-01 12:17:28
438,1-172374512951,200109110,2015-06-01 12:18:46
439,1-172374512951,200281001,2015-06-01 12:18:46
440,1-172374512951,200281001,2015-06-01 12:20:34
441,1-172620856351,200109109,2015-06-01 12:20:36
442,1-172620856351,200108054,2015-06-01 12:20:36
443,1-172374512951,210000454,2015-06-01 12:20:40
444,1-172620856351,200002733,2015-06-01 12:20:59
445,1-172620856351,200002733,2015-06-01 12:21:05
446,1-172374512951,200281001,2015-06-01 12:21:18
447,1-172620856351,200002733,2015-06-01 12:21:22
448,1-172374512951,200281001,2015-06-01 12:21:24
449,1-172620856351,200002733,2015-06-01 12:21:27
450,1-172374512951,200109109,2015-06-01 12:22:05
451,1-172374512951,200281001,2015-06-01 12:22:06
452,1-172374512951,200281001,2015-06-01 12:22:09
453,1-172620856351,200281001,2015-06-01 12:22:32
454,1-172620856351,200109110,2015-06-01 12:22:32
455,1-172620856351,200281001,2015-06-01 12:23:29
456,1-172620856351,210000454,2015-06-01 12:23:29
457,1-172374512951,200281001,2015-06-01 12:24:10
458,1-172620856351,200281001,2015-06-01 12:24:11
459,1-172620856351,200281001,2015-06-01 12:24:17
460,1-172374512951,200281001,2015-06-01 12:24:44
461,1-172374512951,200281001,2015-06-01 12:24:47
462,1-172620856351,200109109,2015-06-01 12:32:16
463,1-172620856351,200109110,2015-06-01 12:37:06
464,1-172620856351,200281001,2015-06-01 12:37:06
465,1-172620856351,200281001,2015-06-01 12:37:21
466,1-172620856351,210000454,2015-06-01 12:37:29
467,1-172620856351,200281001,2015-06-01 12:38:44
468,1-172620856351,200281001,2015-06-01 12:38:47
469,1-172620856351,200281001,2015-06-01 12:39:13
470,1-172620856351,200281001,2015-06-01 12:39:16
471,1-172620856351,200281001,2015-06-01 12:40:08
472,1-172620856351,200281001,2015-06-01 12:40:11
473,1-172374512951,245279,2015-06-01 12:40:41
474,1-172620856351,200281001,2015-06-01 12:40:44
475,1-172620856351,200281001,2015-06-01 12:40:47
476,1-172374512951,200109110,2015-06-01 12:41:51
477,1-172374512951,200281001,2015-06-01 12:41:51
478,1-172374512951,210000454,2015-06-01 12:42:19
479,1-172374512951,200281001,2015-06-01 12:42:19
480,1-172374512951,200281001,2015-06-01 12:42:54
481,1-172374512951,200281001,2015-06-01 12:42:57
482,1-172374512951,200281001,2015-06-01 12:43:37
483,1-172374512951,200281001,2015-06-01 12:43:43
484,1-172620856351,200281001,2015-06-01 12:58:04
485,1-172374512951,200109109,2015-06-01 13:10:27
486,1-172620856351,200109109,2015-06-01 13:15:21
487,1-172620856351,7,2015-06-01 13:15:54
488,1-172620856351,7,2015-06-01 13:15:54
489,1-172620856351,7,2015-06-01 13:15:54
490,1-172620856351,7,2015-06-01 13:15:54
491,1-172620856351,200109110,2015-06-01 13:16:52
492,1-172620856351,210000454,2015-06-01 13:17:22
493,1-172620856351,200109109,2015-06-01 13:22:32
494,1-172620856351,200109110,2015-06-01 13:34:57
495,1-172620856351,200281001,2015-06-01 13:34:57
496,1-172620856351,210000454,2015-06-01 13:35:44
497,1-172620856351,200281001,2015-06-01 13:35:44
498,1-172620856351,200281001,2015-06-01 13:36:25
499,1-172620856351,200281001,2015-06-01 13:36:28
500,1-172374512951,245279,2015-06-01 13:42:50
501,1-172374512951,200107023,2015-06-01 13:42:50
502,1-172374512951,200502005,2015-06-01 13:42:50
503,1-172374512951,245279,2015-06-01 13:43:16
504,1-172374512951,260111604,2015-06-01 13:49:19
505,1-172374512951,245041,2015-06-01 13:52:19
506,1-172374512951,245278,2015-06-01 14:03:13
507,1-172374512951,200001812,2015-06-01 14:03:13
508,1-172374512951,200109110,2015-06-01 14:07:28
509,1-172374512951,210000454,2015-06-01 14:07:29
510,1-172374512951,200109109,2015-06-01 14:20:15
511,1-172374512951,200109110,2015-06-01 14:20:31
512,1-172620856351,200109109,2015-06-01 14:25:18
513,1-172374512951,200109109,2015-06-01 14:27:31
514,1-172620856351,200281001,2015-06-01 14:28:33
515,1-172620856351,200109110,2015-06-01 14:28:34
516,1-172620856351,200281001,2015-06-01 14:29:22
517,1-172620856351,210000454,2015-06-01 14:29:22
518,1-172620856351,200281001,2015-06-01 14:30:18
519,1-172620856351,200281001,2015-06-01 14:30:21
520,1-172374512951,7,2015-06-01 14:45:41
521,1-172374512951,7,2015-06-01 14:45:41
522,1-172374512951,7,2015-06-01 14:45:41
523,1-172374512951,7,2015-06-01 14:45:41
524,1-172374512951,7,2015-06-01 14:45:41
525,1-172374512951,7,2015-06-01 14:45:41
526,1-172374512951,7,2015-06-01 14:45:41
527,1-172374512951,7,2015-06-01 14:45:41
528,1-172374512951,7,2015-06-01 14:45:41
529,1-172374512951,7,2015-06-01 14:45:41
530,1-172374512951,7,2015-06-01 14:45:41
531,1-172374512951,7,2015-06-01 14:45:41
532,1-172374512951,7,2015-06-01 14:45:41
533,1-172374512951,7,2015-06-01 14:45:41
534,1-172374512951,7,2015-06-01 14:45:41
535,1-172374512951,7,2015-06-01 14:45:41
536,1-172374512951,7,2015-06-01 14:45:41
537,1-172374512951,7,2015-06-01 14:45:41
538,1-172374512951,7,2015-06-01 14:45:41
539,1-172374512951,7,2015-06-01 14:45:41
540,1-172374512951,7,2015-06-01 14:45:41
541,1-172374512951,7,2015-06-01 14:45:41
542,1-172374512951,7,2015-06-01 14:45:41
543,1-172374512951,7,2015-06-01 14:45:41
544,1-172374512951,7,2015-06-01 14:45:41
545,1-172374512951,7,2015-06-01 14:45:41
546,1-172374512951,7,2015-06-01 14:45:41
547,1-172374512951,7,2015-06-01 14:45:41
548,1-172374512951,7,2015-06-01 14:45:41
549,1-172374512951,7,2015-06-01 14:45:41
550,1-172374512951,200109110,2015-06-01 14:46:54
551,1-172374512951,210000454,2015-06-01 14:47:23
552,1-172620856351,200109109,2015-06-01 14:49:20
553,1-172620856351,200281001,2015-06-01 14:50:56
554,1-172620856351,200109110,2015-06-01 14:50:56
555,1-172620856351,200281001,2015-06-01 14:51:42
556,1-172620856351,210000454,2015-06-01 14:51:42
557,1-172620856351,200281001,2015-06-01 14:52:29
558,1-172620856351,200281001,2015-06-01 14:52:33
559,1-172374512951,200109109,2015-06-01 14:52:49
560,1-172374512951,200281001,2015-06-01 14:56:16
561,1-172374512951,200109110,2015-06-01 14:56:17
562,1-172374512951,200281001,2015-06-01 14:57:09
563,1-172374512951,210000454,2015-06-01 14:57:19
564,1-172374512951,200281001,2015-06-01 14:57:52
565,1-172374512951,200281001,2015-06-01 14:57:55
566,1-172374512951,200281001,2015-06-01 14:58:35
567,1-172374512951,200281001,2015-06-01 14:58:41
568,1-172620856351,200109109,2015-06-01 15:11:42
569,1-172620856351,245230,2015-06-01 15:13:45
570,1-172620856351,200109110,2015-06-01 15:14:18
571,1-172620856351,200281001,2015-06-01 15:14:18
572,1-172620856351,210000454,2015-06-01 15:15:05
573,1-172620856351,200281001,2015-06-01 15:15:05
574,1-172620856351,200281001,2015-06-01 15:15:49
575,1-172620856351,200281001,2015-06-01 15:15:53
576,1-172374512951,200109109,2015-06-01 15:23:46
577,1-172620856351,200109109,2015-06-01 15:31:26
578,1-172620856351,200108054,2015-06-01 15:31:41
579,1-172374512951,200281001,2015-06-01 15:32:25
580,1-172374512951,200109110,2015-06-01 15:32:26
581,1-172374512951,200281001,2015-06-01 15:34:14
582,1-172374512951,210000454,2015-06-01 15:34:19
583,1-172374512951,200281001,2015-06-01 15:34:59
584,1-172374512951,200281001,2015-06-01 15:35:02
585,1-172374512951,200281001,2015-06-01 15:35:49
586,1-172374512951,200281001,2015-06-01 15:35:52
587,1-172374512951,200281000,2015-06-01 15:37:42
588,1-172374512951,200281001,2015-06-01 15:37:42
589,1-172620856351,200109110,2015-06-01 15:39:13
590,1-172620856351,200281001,2015-06-01 15:39:13
591,1-172620856351,210000454,2015-06-01 15:40:14
592,1-172620856351,200281001,2015-06-01 15:40:14
593,1-172620856351,200281001,2015-06-01 15:41:04
594,1-172620856351,200281001,2015-06-01 15:41:07
595,1-172620856351,200109109,2015-06-01 15:55:18
596,1-172620856351,245230,2015-06-01 15:57:06
597,1-172620856351,200281001,2015-06-01 15:57:44
598,1-172620856351,200109110,2015-06-01 15:57:44
599,1-172620856351,210000454,2015-06-01 15:58:32
